	TitleBlock	DescriptionBlock	CourseID	CourseName	Credits	tf_idf_vector	Top10Recommendations
1839	GST I399  Independent Study in Global Studies 1.0-12.0 Credit	Self-directed within the area of study requiring intermittent consultation with a designated instructor.	GST I399	Independent Study in Global Studies 1.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ANIM I199', 'ANIM I299', 'ANIM I399', 'ANIM I499', 'ARCH I199', 'ARCH I299', 'ARCH I399']
1840	GST T280  Special Topics in Global Studies 1.0-12.0 Credit	Topics decided upon by faculty will vary within the area of study.	GST T280	Special Topics in Global Studies 1.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD T280', 'ADGD T380', 'ADGD T480', 'ANIM T180', 'ANIM T280', 'ANIM T380', 'ANIM T480', 'ARCH T180', 'ARCH T280', 'ARCH T380']
1841	GST T380  Special Topics in Global Studies 1.0-12.0 Credit	Topics decided upon by faculty will vary within the area of study.	GST T380	Special Topics in Global Studies 1.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD T280', 'ADGD T380', 'ADGD T480', 'ANIM T180', 'ANIM T280', 'ANIM T380', 'ANIM T480', 'ARCH T180', 'ARCH T280', 'ARCH T380']
1842	GREC 101  Modern Elementary Greek I 4.0 Credits	The goal of this course is to provide a thorough foundation in Greek language with emphasis on communication.  Small class size provides intensive practice in speaking, writing and listening comprehension.	GREC 101	Modern Elementary Greek I 	4.0	[0. 0. 0. ... 0. 0. 0.]	['GREC 102', 'GREC 103', 'HBRW 101', 'HBRW 102', 'HBRW 103', 'GREC 280', 'BIO 473', 'GREC 201', 'EDUC 326', 'ESL 024']
1843	GREC 102  Modern Elementary Greek II 4.0 Credits	The goal of this course is to provide a thorough foundation in Greek language with emphasis on communication. Small class size provides intensive practice in speaking, writing and listening comprehension.  Builds on Greek 101.	GREC 102	Modern Elementary Greek II 	4.0	[0. 0. 0. ... 0. 0. 0.]	['GREC 103', 'GREC 101', 'HBRW 101', 'HBRW 102', 'HBRW 103', 'GREC 280', 'GREC 201', 'KOR 102', 'ARBC 202', 'RUSS 202']
1844	GREC 103  Modern Elementary Greek III 4.0 Credits	The goal of this course is to provide a thorough foundation in Greek language with emphasis on communication. Small class size provides intensive practice in speaking, writing and listening comprehension.  Builds on Greek 102.	GREC 103	Modern Elementary Greek III 	4.0	[0. 0. 0. ... 0. 0. 0.]	['GREC 102', 'GREC 101', 'HBRW 101', 'HBRW 103', 'HBRW 102', 'GREC 280', 'GREC 201', 'KOR 103', 'ARBC 202', 'RUSS 202']
1845	GREC 201  Intermediate Modern Greek I 4.0 Credits	Emphasizes complex grammatical and syntactical phenomena of the Modem Greek language through oral communication and texts. Students examine idiomatic nuances and special features of the language.  Skills in speech, reading comprehension and writing are further developed at this level. This course counts toward the completion of a Minor in Greek Studies.	GREC 201	Intermediate Modern Greek I 	4.0	[0. 0. 0. ... 0. 0. 0.]	['GREC 102', 'GREC 103', 'GREC 101', 'EDUC 326', 'PSY 336', 'GREC 280', 'LING 101', 'ENGL 340', 'ESL 021', 'ESL 051']
1846	GREC 212  Introduction to Greek Folklore 3.0 Credits	Greek folklore developed when the Greek nation was born.  Using folklore, Greeks try to preserve their traditions and define their cultural identity.   The class explores majors folklore topics and interpretive techniques.  It provides examples and analyses of particular folklore forms, events and expressions of the Greek culture.	GREC 212	Introduction to Greek Folklore 	3.0	[0. 0. 0. ... 0. 0. 0.]	['GREC 102', 'GREC 103', 'GREC 201', 'GREC 280', 'GREC 101', 'PHIL 212', 'ARTH 101', 'HIST 287', 'GREC 225', 'JUDA 213']
1847	GREC 225  Introduction to Greek Music & Dance 3.0 Credits	This course studies Greek music and dance historically by a) exploring performance events and b) focusing on certain music and dance genres and music groups/musicians.  How does music and dance help Greeks express who they are?  Formal music training and the ability to read Western staff notation is not required.	GREC 225	Introduction to Greek Music & Dance 	3.0	[0. 0. 0. ... 0. 0. 0.]	['MIP 361', 'MUSC 120', 'MIP 262', 'DANC 109', 'MUSC 249', 'HNRS 307', 'DANC 215', 'MIP 331', 'MIP 394', 'MIP 366']
1848	GREC 280  Communicate in Greek: Philoxenia 3.0 Credits	The Greek word for hospitality is philoxenia, which literally means “love for the foreigners”. The goal of this course is a) to provide a foundation in Greek language with emphasis on communication and b) the construction of a basic vocabulary and useful phrases students need in order to effectively communicate in simple, everyday life situations.	GREC 280	Communicate in Greek: Philoxenia 	3.0	[0. 0. 0. ... 0. 0. 0.]	['GREC 102', 'GREC 103', 'GREC 101', 'GREC 201', 'HBRW 101', 'HSCI 125', 'ESL 010', 'CS 190', 'ESL 011', 'ESL 051']
1849	GREC 313  Greek History, Economy & Society 3.0 Credits	Greece’s geographic location is strategic as a connecting link between East and West and a crossroads amongst three continents that embraces various influences.  Crete holds a significant tourist, economic and social role.  Our goal is to understand the challenges that historically have been rising in relation to today’s global world.	GREC 313	Greek History, Economy & Society 	3.0	[0. 0. 0. ... 0. 0. 0.]	['INTR 305', 'EGMT 230', 'EDGE 210', 'HIST 206', 'PBHL 303', 'GST 102', 'EAM 350', 'CJS 375', 'HIST 263', 'INTB 338']
1850	GREC I199  Independent Study in GREC 0.0-12.0 Credits	Self-directed within the area of study requiring intermittent consultation with a designated instructor.	GREC I199	Independent Study in GREC 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ANIM I199', 'ANIM I299', 'ANIM I399', 'ANIM I499', 'ARCH I199', 'ARCH I299', 'ARCH I399']
1851	GREC I299  Independent Study in GREC 0.0-12.0 Credits	Self-directed within the area of study requiring intermittent consultation with a designated instructor.	GREC I299	Independent Study in GREC 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ANIM I199', 'ANIM I299', 'ANIM I399', 'ANIM I499', 'ARCH I199', 'ARCH I299', 'ARCH I399']
1852	GREC I399  Independent Study in GREC 1.0-3.0 Credit	Self-directed within the area of study requiring intermittent consultation with a designated instructor.	GREC I399	Independent Study in GREC 1.0-	3.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ANIM I199', 'ANIM I299', 'ANIM I399', 'ANIM I499', 'ARCH I199', 'ARCH I299', 'ARCH I399']
1853	GREC I499  Independent Study in GREC 0.0-12.0 Credits	Self-directed within the area of study requiring intermittent consultation with a designated instructor.	GREC I499	Independent Study in GREC 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ANIM I199', 'ANIM I299', 'ANIM I399', 'ANIM I499', 'ARCH I199', 'ARCH I299', 'ARCH I399']
1854	HBRW 101  Introduction to Hebrew I 4.0 Credits	The goal of this course is to provide a thorough foundation in the Hebrew language.  Small class size provides intensive practice in speaking, writing and listening comprehension.	HBRW 101	Introduction to Hebrew I 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HBRW 102', 'HBRW 103', 'GREC 101', 'GREC 102', 'GREC 103', 'BIO 473', 'ESL 024', 'EDUC 326', 'CHIN 104', 'KOR 101']
1855	HBRW 102  Introduction to Hebrew II 4.0 Credits	The goal of this course is to provide a thorough foundation in the Hebrew language.  Small class size provides intensive practice in speaking, writing and listening comprehension.  Continues HBRW 101.	HBRW 102	Introduction to Hebrew II 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HBRW 103', 'HBRW 101', 'GREC 101', 'GREC 102', 'GREC 103', 'HBRW 202', 'HBRW 201', 'BIO 473', 'ESL 024', 'EDUC 326']
1856	HBRW 103  Introduction to Hebrew III 4.0 Credits	The goal of this course is to provide a thorough foundation in the Hebrew language.  Small class size provides intensive practice in speaking, writing and listening comprehension.  Continues HBRW 102.	HBRW 103	Introduction to Hebrew III 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HBRW 102', 'HBRW 101', 'GREC 101', 'GREC 103', 'GREC 102', 'HBRW 202', 'HBRW 201', 'BIO 473', 'ESL 024', 'EDUC 326']
1857	HBRW 201  Hebrew IV 4.0 Credits	This course includes listening, speaking, reading, and writing practice, with a focus on cultural competency and conversational skills. Builds on HBRW 103.	HBRW 201	Hebrew IV 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HBRW 202', 'ARBC 201', 'CHIN 201', 'KOR 201', 'JAPN 201', 'RUSS 201', 'ARBC 202', 'RUSS 202', 'CHIN 202', 'JAPN 202']
1858	HBRW 202  Hebrew V 4.0 Credits	This course includes listening, speaking, reading, and writing practice, with a focus on cultural competency and conversational skills. Builds on HBRW 201.	HBRW 202	Hebrew V 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HBRW 201', 'ARBC 202', 'RUSS 202', 'CHIN 202', 'JAPN 202', 'KOR 202', 'ARBC 201', 'CHIN 201', 'KOR 201', 'JAPN 201']
1859	HBRW 310  Advanced Writing and Speaking 4.0 Credits	Provides advanced practice in written and oral communication, including journalistic, professional, and creative writing. Examines contemporary cultural contexts through media and news. Taught in Hebrew.	HBRW 310	Advanced Writing and Speaking 	4.0	[0. 0. 0. ... 0. 0. 0.]	['JAPN 310', 'ITAL 310', 'CHIN 310', 'KOR 310', 'ARBC 310', 'GER 310', 'RUSS 310', 'FREN 310', 'SPAN 310', 'HBRW 410']
1860	HBRW 410  Advanced Grammar and Translation 3.0 Credits	Provides advanced grammar instruction and fosters translation and communication skills within a contemporary cultural context. Taught in Hebrew.	HBRW 410	Advanced Grammar and Translation 	3.0	[0. 0. 0. ... 0. 0. 0.]	['JAPN 410', 'ITAL 410', 'KOR 410', 'FREN 410', 'SPAN 410', 'ARBC 410', 'GER 410', 'HBRW 310', 'JAPN 310', 'ITAL 310']
1861	HBRW I199  Independent Study in HBRW 0.0-12.0 Credits	Self-directed within the area of study requiring intermittent consultation with a designated instructor.	HBRW I199	Independent Study in HBRW 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ANIM I199', 'ANIM I299', 'ANIM I399', 'ANIM I499', 'ARCH I199', 'ARCH I299', 'ARCH I399']
1862	HBRW I299  Independent Study in HBRW 0.0-12.0 Credits	Self-directed within the area of study requiring intermittent consultation with a designated instructor.	HBRW I299	Independent Study in HBRW 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ANIM I199', 'ANIM I299', 'ANIM I399', 'ANIM I499', 'ARCH I199', 'ARCH I299', 'ARCH I399']
1863	HBRW I399  Independent Study in HBRW 0.0-12.0 Credits	Self-directed within the area of study requiring intermittent consultation with a designated instructor.	HBRW I399	Independent Study in HBRW 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ANIM I199', 'ANIM I299', 'ANIM I399', 'ANIM I499', 'ARCH I199', 'ARCH I299', 'ARCH I399']
1864	HBRW I499  Independent Study in HBRW 0.0-12.0 Credits	Self-directed within the area of study requiring intermittent consultation with a designated instructor.	HBRW I499	Independent Study in HBRW 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ANIM I199', 'ANIM I299', 'ANIM I399', 'ANIM I499', 'ARCH I199', 'ARCH I299', 'ARCH I399']
1865	HBRW T180  Special Topics in Hebrew 0.0-12.0 Credits	Topics decided upon by faculty will vary within the area of study.	HBRW T180	Special Topics in Hebrew 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD T280', 'ADGD T380', 'ADGD T480', 'ANIM T180', 'ANIM T280', 'ANIM T380', 'ANIM T480', 'ARCH T180', 'ARCH T280', 'ARCH T380']
1866	HBRW T280  Special Topics in Hebrew 0.0-12.0 Credits	Topics decided upon by faculty will vary within the area of study.	HBRW T280	Special Topics in Hebrew 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD T280', 'ADGD T380', 'ADGD T480', 'ANIM T180', 'ANIM T280', 'ANIM T380', 'ANIM T480', 'ARCH T180', 'ARCH T280', 'ARCH T380']
1867	HBRW T380  Special Topics in Hebrew 0.0-12.0 Credits	Topics decided upon by faculty will vary within the area of study.	HBRW T380	Special Topics in Hebrew 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD T280', 'ADGD T380', 'ADGD T480', 'ANIM T180', 'ANIM T280', 'ANIM T380', 'ANIM T480', 'ARCH T180', 'ARCH T280', 'ARCH T380']
1868	HBRW T480  Special Topics in HBRW 0.0-12.0 Credits		HBRW T480	Special Topics in HBRW 0.0-1	2.0	[0. 0. 0. ... 0. 0. 0.]	['ADGD I299', 'ADGD I399', 'ADGD I499', 'ADGD T180', 'ADGD T280', 'ADGD T380', 'ADGD T480', 'ANIM 100', 'ANIM 110', 'ANIM 115']
1869	HIST 100  American History 4.0 Credits	This course provides an introduction to the history and geography of America.  We will use historical images, films, and texts to examine a few important events in American history.  This will provide you with insight into the culture and politics of the modern United States and its place in the world.  This course is open only to students for whom English is a second language.  The course will be taught in a manner appropriate to students still learning English.	HIST 100	American History 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ESL 058', 'ESL 038', 'COM 342', 'SMT 333', 'ESL 080', 'BIO 305', 'DANC 315', 'EDUC 358', 'ECON 331', 'ENGL 195']
1870	HIST 101  Introductory Seminar in History I 4.0 Credits	This course introduces freshmen history majors to the study and practice of historical inquiry. The course offers an overview of major themes related to historical practice: methodology, ethics, and professional development. It also introduces students to the history program, inviting them to meet and interact with the faculty of the department and their work.	HIST 101	Introductory Seminar in History I 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 102', 'HIST 296', 'HIST 301', 'ENGL 195', 'ARCH 336', 'ARCH 335', 'ESTM 362', 'DANC 102', 'PHIL 317', 'HIST 100']
1871	HIST 102  Introductory Seminar in History II 4.0 Credits	This course introduces freshmen history majors to the study and practice of historical inquiry. Introductory Seminar in History II works specifically on historical research and writing skills development; students will learn key debates and concerns in historical methodology and engage in close reading of primary and secondary sources.	HIST 102	Introductory Seminar in History II 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 101', 'HIST 301', 'ESTM 362', 'BIO 208', 'HIST 296', 'HIST 320', 'ENGL 300', 'HIST 276', 'HIST 216', 'HIST 396']
1872	HIST 118  History of Modern Biology 4.0 Credits	In this course we will survey the history of biology in the modern period, from 1700-the present. We will explore how different sciences formed around the concept of life and methods for studying it. Examples will include systematics and classification, the impact of geology and paleontology, natural history and biogeography, embryology, evolution, physiology, microbiology, ecology, eugenics and genetics, molecular biology, astrobiology, and genomics. We will study these disciplines and related individuals, institutions, and theories in their social and cultural contexts to understand why they occurred in the places they did with the impact they had.	HIST 118	History of Modern Biology 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ENVS 355', 'BIO 410', 'ENVS 354', 'ANTH 355', 'BIO 497', 'ECON 331', 'WRIT 211', 'BIO 224', 'PSY 463', 'EAM 350']
1873	HIST 125  The History of Drexel University 1.0 Credit	This course provides an overview and analysis of the history of Drexel University, founded in 1891 as the Drexel Institute of Art, Science, and Industry by banker and philanthropist Anthony J. Drexel. By the 1920s Drexel had evolved into a professional engineering school with a co-operative education program.  By the 1950s, Drexel was a powerhouse as a local provider of technical talent—and it became Drexel University in 1970.  As the local economy went through a brutal deindustrial transformation Drexel had to change or face bankruptcy.  The 1990s saw Drexel recovering and by the beginning of the new century Drexel evolved again in a period of change marked by the acquisition and founding of medical, nursing, public health schools, and law schools.	HIST 125	The History of Drexel University 	1.0	[0. 0. 0. ... 0. 0. 0.]	['BMES 125', 'BMES 125', 'BMES 124', 'BMES 124', 'VSCM 345', 'AS-I 101', 'BIO 305', 'FMTV 385', 'ENTP 100', 'MUSC 114']
1874	HIST 161  Themes in World Civilization I 4.0 Credits	We examine development of civilizations from antiquity to the 12th century and view patterns of historical change through key themes and interpretive debates, including political structures, land tenure and social systems, commercial and trade relations, the development of cities, science, and technology, and religions.	HIST 161	Themes in World Civilization I 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 162', 'INTB 334', 'HIST 163', 'INDE 365', 'HIST 320', 'HIST 102', 'HIST 315', 'INTR 305', 'PSCI 305', 'ENSS 326']
1875	HIST 162  Themes in World Civilization II 4.0 Credits	Provides an analysis of civilizations from the 12th century to 1815 viewed through key themes and interpretive debates, including the development of the nation-state, interaction between civilizations, the concept of cultural unity, religious upheaval, disease and science, the relationship between culture and politics, and the nature of revolutions.	HIST 162	Themes in World Civilization II 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 161', 'HIST 163', 'JUDA 225', 'PHIL 391', 'ARTH 325', 'HIST 275', 'ARCH 421', 'PSCI 335', 'ANTH 101', 'ENVS 351']
1876	HIST 163  Themes in World Civilization III 4.0 Credits	Explores the emergence of modern civilization through key themes and interpretive debates, including industrialization, imperialism, science and technology, ideological debate, the nature of modern warfare, the relationship between nationalism and the state, and the emergence of state-sponsored racism.	HIST 163	Themes in World Civilization III 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 162', 'HIST 202  United States History, 1815-1900', 'HIST 161', 'HIST 320', 'EDUC 361', 'PSCI 220', 'HIST 275', 'CMGT 469', 'FMST 272', 'THTR 222']
1877	HIST 181  Religion, Science, and Medicine in History 4.0 Credits	In this course, key episodes in the historical interactions among religion, science, and medicine from the ancient world to the near-present will be examined. The primary focus is on Western science and medicine in the context of the three main monotheistic faiths of the Mediterranean (Christianity, Judaism, and Islam), but students in the course have the opportunity to examine other contexts as well.	HIST 181	Religion, Science, and Medicine in History 	4.0	[0. 0. 0. ... 0. 0. 0.]	['JUDA 224', 'PHIL 291', 'HIST 287', 'HIST 278', 'ESTM 362', 'HSAD 326', 'HSCI 125', 'SOC 405', 'HIST 279', 'HIST 253']
1878	HIST 201  United States History to 1815 4.0 Credits	Examines the political, economic, and social forces that shaped America in the era of its founding.	HIST 201  United States History to 1815		4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 203  United States History since 1900', 'HIST 249', 'PHIL 212', 'PSCI 313', 'INTB 200', 'COM 360', 'JUDA 203', 'HIST 315', 'THTR 222', 'NURS 325']
1879	HIST 202  United States History, 1815-1900 4.0 Credits	Examines the emergence of modern America to the close of the Spanish-American War.	HIST 202  United States History, 1815-1900		4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 231  US Military History II (since 1900', 'HIST 234', 'HIST 338', 'HIST 230  United States Military History I (before 1900', 'HIST 163', 'HIST 331', 'PSCI 110', 'HIST 239', 'HIST 334', 'HIST 201  United States History to 1815']
1880	HIST 203  United States History since 1900 4.0 Credits	Examines America as economic giant, world political power, and scene of social change.	HIST 203  United States History since 1900		4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 201  United States History to 1815', 'PSCI 313', 'INTB 200', 'HIST 235  The Great War, 1914-1918', 'COM 360', 'GST 341', 'GST 241', 'ARTH 335', 'GER 440', 'FREN 340']
1881	HIST 206  Race and Islam in Africa and the Middle East 4.0 Credits	This course explores the historical connections between Africa and the Middle East both as concepts, geographic expressions, homelands and sites of diaspora. This course will examine the changing definitions and connections between Africa and the Middle East from the ancient world until the present.	HIST 206	Race and Islam in Africa and the Middle East 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ENGL 203', 'ENGL 204', 'MUSC 114', 'INTB 338', 'EDUC 223', 'ARCH 141', 'HIST 355', 'EDGE 210', 'MENA 101', 'HIST 181']
1882	HIST 208  Women in American History 4.0 Credits	Covers the history of American women from the 1890s to the present, with emphasis on women's rights, women and technology, women's role in war, and women in the labor force in the 20th century.	HIST 208	Women in American History 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HSAD 319', 'WGST 225', 'ENGL 355', 'NURS 303', 'WGST 235', 'WGST 275', 'ARTH 340', 'SMT 254', 'WGST 101', 'NURS 326']
1883	HIST 212  Themes in African-American History 4.0 Credits	Explores the major issues in the development of African-American history through the 19th century, beginning with an overview of West and Central African societies in the 15th and 16th centuries and including the family, religion, forms of resistance, aesthetics, and patterns of white-black relationships.	HIST 212	Themes in African-American History 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ENGL 365', 'ENGL 207', 'AFAS 101', 'HIST 222', 'HIST 275', 'ARTH 316', 'ARTH 315', 'ARTH 102', 'HIST 216', 'ANTH 310']
1884	HIST 214  United States Civil Rights Movement 4.0 Credits	Examines the origins, objectives, successes and failures of the Civil Rights movement in the United States between 1954 and 1972.	HIST 214	United States Civil Rights Movement 	4.0	[0. 0. 0. ... 0. 0. 0.]	['PHIL 241', 'BLAW 338', 'HIST 234', 'PSCI 353', 'HIST 230  United States Military History I (before 1900', 'SOC 330', 'PBHL 302', 'COM 150', 'ANTH 220', 'HIST 215']
1885	HIST 215  American Slavery 4.0 Credits	This course is a rigorous examination of slavery and its representation in the United States. Using primary and secondary resources, art, literature and film clips, the course explores the relationship between history and memory and the impact of the social, political, and gendered imagination.	HIST 215	American Slavery 	4.0	[0. 0. 0. ... 0. 0. 0.]	['COM 150', 'EAM 350', 'FMST 352', 'HIST 216', 'ENGL 300', 'EDUC 216', 'BLAW 338', 'PBHL 309', 'ENGL 360', 'AFAS 101']
1886	HIST 216  Freedom in America 4.0 Credits	This course examines African-American history, 1865 to the present, including the impact of gender and sexuality in history. The course compares primary and secondary sources to critique how history itself is manufactured and to investigate the role that sexuality and gender play in that process.	HIST 216	Freedom in America 	4.0	[0. 0. 0. ... 0. 0. 0.]	['WGST 101', 'HIST 102', 'WGST 201', 'HIST 215', 'ENGL 207', 'AFAS 101', 'ANTH 215', 'HIST 276', 'HIST 334', 'ENGL 306']
1887	HIST 218  Race and Film in United States History 4.0 Credits	This course examines the interplay between history, film, and African Americans' pursuit of social justice and equality. We study films as cultural artifacts or prisms through which to understand the dynamics of race and racial inscription in America.	HIST 218	Race and Film in United States History 	4.0	[0. 0. 0. ... 0. 0. 0.]	['SOC 210', 'CJS 101', 'CJS 210', 'ANTH 101', 'ENGL 207', 'DANC 115', 'HIST 100', 'FMST 352', 'AFAS 101', 'ARTH 315']
1888	HIST 222  History of Work & Workers in America 4.0 Credits	Examines the changing nature of work and the lives of American workers, from the origins of wage labor in the 19th century to the transformations of the workplace in the 20th and 21st centuries.	HIST 222	History of Work & Workers in America 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 258', 'HIST 275', 'HIST 212', 'PBHL 302', 'ARCH 144', 'HIST 259', 'PSCI 372', 'ARCH 342', 'HIST 208', 'ANTH 245']
1889	HIST 230  United States Military History I (before 1900) 4.0 Credits	Covers the origins and development of military institutions, traditions, and practices in the United States from the Revolution to the Spanish-American War, and the operational, intellectual, diplomatic, and social aspects of military history.	HIST 230  United States Military History I (before 1900	) 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 231  US Military History II (since 1900', 'NSC 310', 'HIST 202  United States History, 1815-1900', 'HIST 338', 'MLSC 420', 'HIST 239', 'HIST 334', 'HIST 236', 'PBHL 302', 'COM 150']
1890	HIST 231  US Military History II (since 1900) 4.0 Credits	Examines the emergence of the United States as a major military power, including military/civil relationships and the impact of technological change; the course covers World War I, World War II, Korean War, and Vietnam War.	HIST 231  US Military History II (since 1900	) 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 338', 'HIST 236', 'HIST 234', 'NSC 310', 'HIST 239', 'HIST 230  United States Military History I (before 1900', 'HIST 202  United States History, 1815-1900', 'HIST 331', 'HIST 333', 'HIST 235  The Great War, 1914-1918']
1891	HIST 234  The United States Civil War 4.0 Credits	Examines the causes, course, and results of the American Civil War.	HIST 234	The United States Civil War 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 231  US Military History II (since 1900', 'HIST 202  United States History, 1815-1900', 'HIST 331', 'HIST 338', 'HIST 235  The Great War, 1914-1918', 'HIST 334', 'PHIL 241', 'HIST 239', 'PSCI 110', 'ARTH 311']
1892	HIST 235  The Great War, 1914-1918 4.0 Credits	Examines the global causes, conduct, and consequences of World War I, which fundamentally altered the next century's political, social, economic, and cultural institutions.	HIST 235  The Great War, 1914-1918		4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 234', 'HIST 231  US Military History II (since 1900', 'HIST 338', 'COM 360', 'HIST 203  United States History since 1900', 'HIST 236', 'ENVS 289', 'HIST 331', 'GST 102', 'HIST 285']
1893	HIST 236  World War II 4.0 Credits	Provides an in-depth study of World War II, with emphasis on Europe but also including the war in North Africa, Asia, and the Pacific. Discusses major military events in a broad political framework, with lectures on economic, social, and scientific developments.	HIST 236	World War II 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 231  US Military History II (since 1900', 'HIST 338', 'HIST 239', 'NSC 310', 'MUSC 331', 'HIST 230  United States Military History I (before 1900', 'HIST 235  The Great War, 1914-1918', 'HIST 331', 'ENGL 204', 'ENGR 280']
1894	HIST 239  The Pacific War 4.0 Credits	This course focuses on the conflict between China, Japan, the United States, the United Kingdom, and other countries from 1937 to 1945.  We will also examine 1) the roots of the war in nineteenth-century changes in the distribution of power in the Pacific and 2) how the war redistributed power and alliances once again, contributing to the rise of the Cold War.	HIST 239	The Pacific War 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 338', 'HIST 231  US Military History II (since 1900', 'HIST 331', 'HIST 333', 'HIST 236', 'HIST 230  United States Military History I (before 1900', 'HIST 234', 'HIST 202  United States History, 1815-1900', 'SMT 333', 'HIST 334']
1895	HIST 245  England to Elizabeth, to 1558 4.0 Credits	A survey of the formation of the English people and their growth to national independence and maturity.	HIST 245  England to Elizabeth, to 1558		4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 253', 'JUDA 202', 'HIST 246  England from Elizabeth to Waterloo, 1558-1815', 'INTR 225', 'PHYS 431', 'CULA 405', 'COM 342', 'HRM 305', 'HRM 305', 'ENTP 340']
1896	HIST 246  England from Elizabeth to Waterloo, 1558-1815 4.0 Credits	Covers the crisis of the English constitution, the beginnings of modern society and the Industrial Revolution, and the formation of the British Empire.	HIST 246  England from Elizabeth to Waterloo, 1558-1815		4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 247  Modern England, 1815', 'AFAS 385', 'HIST 289', 'HIST 245  England to Elizabeth, to 1558', 'HIST 331', 'PHIL 431', 'HIST 230  United States Military History I (before 1900', 'ENGL 212', 'CJS 220', 'HIST 271']
1897	HIST 247  Modern England, 1815 - present 4.0 Credits	Examines Victorian England as the first industrial society, the course of empire through two world wars, and the challenge of the present.	HIST 247  Modern England, 1815	- present 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 246  England from Elizabeth to Waterloo, 1558-1815', 'HIST 271', 'EAM 350', 'ARTH 325', 'ENGL 212', 'SCRP 382', 'DIGM 492', 'DIGM 493', 'TVST 364', 'BMES 381']
1898	HIST 249  Modern Jewish History 4.0 Credits	Explores the social, cultural, political and religious forces that have shaped world Jewry from the 18th to the 20th centuries.	HIST 249	Modern Jewish History 	4.0	[0. 0. 0. ... 0. 0. 0.]	['JUDA 203', 'HIST 201  United States History to 1815', 'HIST 259', 'ENGL 207', 'HIST 285', 'PHIL 214', 'HIST 222', 'PHIL 212', 'ANTH 360', 'ARTH 329']
1899	HIST 250  European Revolutionary Movements and Ideology, 1815-1914 4.0 Credits	Provides a comprehensive analysis of the development and influence of the principal revolutionary movements and ideologies that challenged the European status quo from 1815 to 1914.	HIST 250  European Revolutionary Movements and Ideology, 1815-1914		4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 259', 'MUSC 130', 'HIST 162', 'HIST 258', 'HLSO 322', 'HIST 256', 'INDE 365', 'ARTH 329', 'SOC 444', 'HIST 291']
